unique_number,id_no,rev_bis,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger_list,longitude,latitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en,states_name_fr,region_en,region_fr,iso_code,udnp_code,transboundary
175,157,,S<U>G</U>ang Gwaay,S<U>G</U>ang Gwaay,"<p>The village of Ninstints (Nans Dins) is located on a small island off the west coast of the Queen Charlotte Islands (Haida Gwaii). Remains of houses, together with carved mortuary and memorial poles, illustrate the Haida people's art and way of life. The site commemorates the living culture of the Haida people and their relationship to the land and sea, and offers a visual key to their oral traditions.</p>","<p>Le village de Ninstints (Nans Dins) est situé sur une petite île sur la côte ouest des îles de la Reine-Charlotte (Haïda Gwaii). Les vestiges de maisons ainsi que de mâts funéraires et commémoratifs sculptés fournissent des exemples de la vie et de l'art toujours vivants des Haïdas. Le site commémore la culture vivante des Haïdas, leur relation avec la terre et la mer et offre une clef visuelle des traditions orales.</p>",,,1981,,,-131.2202778,52.095,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
176,158,,Head-Smashed-In Buffalo Jump,Le précipice à bisons Head-Smashed-In,"<p>In south-west Alberta, the remains of marked trails and an aboriginal camp, and a tumulus where vast quantities of buffalo (American Bison) skeletons can still be found, are evidence of a custom practised by aboriginal peoples of the North American plains for nearly 6,000 years. Using their excellent knowledge of the topography and of buffalo behaviour, they killed their prey by chasing them over a precipice; the carcasses were later carved up in the camp below.</p>","<p>Dans le sud-ouest de l'Alberta, les vestiges de pistes balis&eacute;es, les restes d'un campement autochtone et un tumulus o&ugrave; l'on a trouv&eacute; d'&eacute;normes quantit&eacute;s de squelettes de bisons illustrent un usage pratiqu&eacute; pendant pr&egrave;s de six mill&eacute;naires par les peuples autochtones des grandes plaines de l'Am&eacute;rique du Nord. Ceux-ci, gr&acirc;ce &agrave; leur connaissance tr&egrave;s pr&eacute;cise de la topographie du terrain et du comportement des bisons, pourchassaient les troupeaux vers le pr&eacute;cipice et d&eacute;pe&ccedil;aient ensuite les carcasses dans un campement en contrebas.</p>",,,1981,,,-113.6238889,49.74944444,4000,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
286,256,,Wood Buffalo National Park,Parc national Wood Buffalo,"<p>Situated on the plains in the north-central region of Canada, the park (which covers 44,807 km2) is home to North America's largest population of wild bison. It is also the natural nesting place of the whooping crane. Another of the park's attractions is the world's largest inland delta, located at the mouth of the Peace and Athabasca rivers.</p>","<p>Situé dans les plaines de la région centre-nord du Canada, ce parc abrite la plus grande population américaine de bisons en liberté et est aussi l'aire naturelle de nidification de la grue blanche d'Amérique. Parmi ses beautés naturelles, on peut noter le plus grand delta intérieur du monde, situé à l'embouchure des rivières la Paix et Athabasca. Le parc couvre 44 807 km<sup>2</sup> .</p>",,,1983,,,-112.2933333,59.35833333,4480000,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
336,300,,Historic District of Old Québec,Arrondissement historique du Vieux-Québec,"<p>Québec was founded by the French explorer Champlain in the early 17th century. It is the only North American city to have preserved its ramparts, together with the numerous bastions, gates and defensive works which still surround Old Québec. The Upper Town, built on the cliff, has remained the religious and administrative centre, with its churches, convents and other monuments like the Dauphine Redoubt, the Citadel and Château Frontenac. Together with the Lower Town and its ancient districts, it forms an urban ensemble which is one of the best examples of a fortified colonial city.</p>","<p>Fondée par l'explorateur français Champlain au début du XVII<sup>e</sup> siècle, Québec demeure la seule ville d'Amérique du Nord à avoir conservé ses remparts qui regroupent de nombreux bastions, portes et ouvrages défensifs ceinturant toujours le Vieux-Québec. La Haute-Ville, située au sommet de la falaise, centre religieux et administratif, avec ses églises, ses couvents et autres monuments comme la redoute Dauphine, la Citadelle et le Château Frontenac, et la Basse-Ville, avec ses quartiers anciens, forment un ensemble urbain qui est un des meilleurs exemples de ville coloniale fortifiée.</p>",,,1985,,,-71.21055556,46.80944444,135,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
342,304,Bis,Canadian Rocky Mountain Parks,Parcs des montagnes Rocheuses canadiennes,"<p>The contiguous national parks of Banff, Jasper, Kootenay and Yoho, as well as the Mount Robson, Mount Assiniboine and Hamber provincial parks, studded with mountain peaks, glaciers, lakes, waterfalls, canyons and limestone caves, form a striking mountain landscape. The Burgess Shale fossil site, well known for its fossil remains of soft-bodied marine animals, is also found there.</p>","<p>Les parcs nationaux contigus de Banff, Jasper, Kootenay et Yoho, ainsi que les parcs provinciaux du mont Robson, du mont Assiniboine et Hamber, parsemés de sommets, de glaciers, de lacs, de chutes, de canyons et de grottes calcaires, offrent des paysages montagneux particulièrement remarquables. On y trouve aussi le gisement fossilifère de Burgess Shale, renommé pour ses restes fossilisés d'animaux marins à corps mou.</p>",,,1984,1990,,-116.4797222,51.42472222,2299104,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
483,419,,Gros Morne National Park,Parc national du Gros-Morne,"<p>Situated on the west coast of the island of Newfoundland, the park provides a rare example of the process of continental drift, where deep ocean crust and the rocks of the earth's mantle lie exposed. More recent glacial action has resulted in some spectacular scenery, with coastal lowland, alpine plateau, fjords, glacial valleys, sheer cliffs, waterfalls and many pristine lakes.</p>","<p>Situé sur la côte ouest de l'île de Terre-Neuve, le parc offre un exemple rare de l'évolution de la dérive des continents où la croûte océanique profonde et les rochers du manteau terrestre sont exposés. L'action glaciaire plus récente a sculpté un paysage spectaculaire composé de basses terres côtières, de plateaux alpins, de fjords, de vallées glaciaires, de falaises abruptes, de chutes et de plusieurs lacs inviolés.</p>",,,1987,,,-57.53138889,49.6125,180500,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
812,686,Rev,Miguasha National Park,Parc national de Miguasha,"<p>The palaeontological site of Miguasha National Park, in south-eastern Quebec on the southern coast of the Gaspé peninsula, is considered to be the world's most outstanding illustration of the Devonian Period known as the 'Age of Fishes'. Dating from 370 million years ago, the Upper Devonian Escuminac Formation represented here contains five of the six fossil fish groups associated with this period. Its significance stems from the discovery there of the highest number and best-preserved fossil specimens of the lobe-finned fishes that gave rise to the first four-legged, air-breathing terrestrial vertebrates – the tetrapods.</p>","<p>Situé dans la région du Québec méridional, sur la côte sud-ouest de la péninsule gaspésienne, le parc national de Miguasha est un site paléontologique remarquable, considéré comme la meilleure illustration de la période du dévonien ou « âge des poissons ». Datée de 370 millions d'années, la formation d'Escuminac, dévonien supérieur, renferme cinq des six groupes de poissons fossiles associés à cette période. L'importance de ce site tient au fait qu'on y trouve la plus grande concentration de spécimens fossiles de poissons à nageoires charnues – en état exceptionnel de conservation – qui sont les ancêtres des premiers vertébrés terrestres respirant de l'air : les tétrapodes.</p>","<p><em>Criterion (viii):</em> In its representation of vertebrate life, Miguasha is the most outstanding fossil site in the world for illustrating the Devonian as the “Age of Fishes”. The area is of paramount importance in having the greatest number and best preserved fossil specimens found anywhere in the world of the lobe-finned fishes that gave rise to the first four-legged, air-breathing terrestrial vertebrates - the tetrapodes.</p>","<p><em>Critère (viii) :</em> Pour son témoignage sur la vie vertébrée et son illustration de l’«âge des poissons» du Dévonien, Miguasha est le site fossilifère le plus exceptionnel du monde. Le site est d’importance capitale car il occupe le premier rang mondial pour le nombre et la qualité de conservation des spécimens fossiles de Sarcoptérygiens qui sont les ancêtres des premiers vertébrés terrestres à quatre pattes et respirant de l’air – les tétrapodes.</p>",1999,,,-66.35305556,48.105,87,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
875,741,,Old Town Lunenburg,Le Vieux Lunenburg,"<p>Lunenburg is the best surviving example of a planned British colonial settlement in North America. Established in 1753, it has retained its original layout and overall appearance, based on a rectangular grid pattern drawn up in the home country. The inhabitants have managed to safeguard the city's identity throughout the centuries by preserving the wooden architecture of the houses, some of which date from the 18th century.</p>","<p>Le Vieux Lunenburg offre le meilleur exemple encore existant d'un établissement colonial britannique planifié en Amérique du Nord. Fondé en 1753, il conserve intacts sa structure d'origine, obéissant à un plan en damier conçu en métropole, ainsi que son aspect général. La population a su préserver l'identité de la ville au cours des siècles en sauvegardant l'architecture de bois de ses maisons, dont certaines datent du XVII<sup>e</sup> siècle.</p>",,,1995,,,-64.30916667,44.37611111,33.47,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
1475,1221,,Rideau Canal,Canal Rideau,"<p>The Rideau Canal, a monumental early 19th-century construction covering 202 km of the Rideau and Cataraqui rivers from Ottawa south to Kingston Harbour on Lake Ontario, was built primarily for strategic military purposes at a time when Great Britain and the United States vied for control of the region. The site, one of the first canals to be designed specifically for steam-powered vessels, also features an ensemble of fortifications. It is the best-preserved example of a slackwater canal in North America, demonstrating the use of this European technology on a large scale. It is the only canal dating from the great North American canal-building era of the early 19th century to remain operational along its original line with most of its structures intact.</p>","<p>Ce canal monumental qui date du d&eacute;but du XIXe si&egrave;cle s&rsquo;&eacute;tend sur 202 km, le long des rivi&egrave;res Rideau et Cataraqui, depuis Ottawa au nord jusqu&rsquo;au port de Kingston sur le lac Ontario au sud. Il a &eacute;t&eacute; construit &agrave; des fins principalement militaires et strat&eacute;giques &agrave; une &eacute;poque o&ugrave; la Grande-Bretagne et les &Eacute;tats-Unis se disputaient le contr&ocirc;le de la r&eacute;gion. Ce canal, qui est l&rsquo;un des premiers &agrave; avoir &eacute;t&eacute; con&ccedil;us sp&eacute;cialement pour les bateaux &agrave; vapeur, est associ&eacute; &agrave; un ensemble de fortifications. Il s&rsquo;agit du canal &agrave; plans d&rsquo;eau le mieux pr&eacute;serv&eacute; d&rsquo;Am&eacute;rique du Nord et il illustre l&rsquo;utilisation &agrave; grande &eacute;chelle de cette technologie europ&eacute;enne dans la r&eacute;gion. C&rsquo;est le seul canal datant de la grande &eacute;poque de la construction de canaux en Am&eacute;rique du Nord au d&eacute;but du XIXe si&egrave;cle qui soit encore op&eacute;rationnel sur tout son trac&eacute; initial et qui conserve intactes la plupart de ses structures d&rsquo;origine.</p>",,,2007,,,-75.765125,44.9943861111,21454.81,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
1516,1285,,Joggins Fossil Cliffs,Falaises fossilifères de Joggins,"<p>The Joggins Fossil Cliffs, a 689 ha palaeontological site along the coast of Nova Scotia (eastern Canada), have been described as the &ldquo;coal age Gal&aacute;pagos&rdquo; due to their wealth of fossils from the Carboniferous period (354 to 290 million years ago). The rocks of this site are considered to be iconic for this period of the history of Earth and are the world&rsquo;s thickest and most comprehensive record of the Pennsylvanian strata (dating back 318 to 303 million years) with the most complete known fossil record of terrestrial life from that time. These include the remains and tracks of very early animals and the rainforest in which they lived, left in situ, intact and undisturbed. With its 14.7 km of sea cliffs, low bluffs, rock platforms and beach, the site groups remains of three ecosystems: estuarine bay, floodplain rainforest and fire prone forested alluvial plain with freshwater pools. It offers the richest assemblage known of the fossil life in these three ecosystems with 96 genera and 148 species of fossils and 20 footprint groups. The site is listed as containing outstanding examples representing major stages in the history of Earth.</p>","<p>Les falaises fossilif&egrave;res de Joggins constituent un site pal&eacute;ontologique de 689 hectares, situ&eacute; le long de la c&ocirc;te de la Nouvelle-Ecosse (dans l'Est du Canada). On le surnomme le &laquo; Gal&aacute;pagos du carbonif&egrave;re &raquo; en raison de la profusion de fossiles qu'on y trouve et qui remontent &agrave; cette p&eacute;riode g&eacute;ologique (datant de 354 &agrave; 290 millions d'ann&eacute;es). Les roches du site sont consid&eacute;r&eacute;es comme des exemples types de cette p&eacute;riode de l'histoire de la Terre ; elles constituent le vestige de la strate pennsylvanienne (vieille de 318 &agrave; 303 millions d'ann&eacute;es) le plus important en &eacute;paisseur et en richesse au monde, ainsi que le registre fossilif&egrave;re le plus complet des formes de vie terrestres de cette &eacute;poque. On y trouve des restes et des traces des premiers animaux et des for&ecirc;ts tropicales humides dans lesquelles ils vivaient, conserves in situ, intacts et non perturb&eacute;s. Les 14,7 kilom&egrave;tres de falaises maritimes, de microfalaises, de plates-formes rocheuses et de plages du site regroupent les vestiges de trois &eacute;cosyst&egrave;mes : une baie estuarienne, une for&ecirc;t tropicale humide en plaine inondable et une plaine alluviale bois&eacute;e sujette aux incendies et comportant des mares d'eau douce. Le site offre l'ensemble le plus complet de fossiles de ces trois types d'&eacute;cosyst&egrave;me, soit 96 genres et 148 esp&egrave;ces de fossiles ainsi que 20 groupes d'empreintes. II est r&eacute;pertori&eacute; en raison des &eacute;chantillons spectaculaires qu'il renferme et qui repr&eacute;sentent les principales &eacute;tapes de l'histoire de la Terre.</p>",,,2008,,,-64.4358333333,45.7097222222,689,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Canada,Canada,Europe and North America,Europe et Amérique du nord,ca,can,0
